Date,FEMSAUBD.MX,GMEXICOB.MX,WALMEX.MX
2025-11-19,166.7753143310547,147.494384765625,60.689056396484375
2025-11-20,166.84283447265625,143.01422119140625,60.659488677978516
2025-11-21,168.9163055419922,145.72769165039062,60.797462463378906
2025-11-24,167.1996612548828,151.97454833984375,60.55107879638672
2025-11-25,166.4860076904297,154.98086547851562,60.43281555175781
2025-11-26,167.1996612548828,154.8930206298828,60.797462463378906
2025-11-27,166.90069580078125,153.64364624023438,59.63453674316406
2025-11-28,170.69082641601562,157.57562255859375,60.88616180419922
2025-12-01,169.4660186767578,160.12799072265625,60.27513122558594
2025-12-02,179.27407836914062,160.03929138183594,59.79222106933594
2025-12-03,180.07452392578125,162.6803436279297,59.06292724609375
2025-12-04,178.53146362304688,163.86288452148438,58.087249755859375
2025-12-05,176.90162658691406,164.26693725585938,58.264644622802734
2025-12-08,178.08786010742188,163.9417266845703,58.136531829833984
2025-12-09,181.43434143066406,164.94691467285156,58.05768585205078
2025-12-10,181.07749938964844,163.50811767578125,57.74231719970703
2025-12-11,178.74363708496094,169.66726684570312,58.31392288208008
2025-12-15,178.28073120117188,167.716064453125,57.900001525878906
2025-12-16,176.5640869140625,163.79393005371094,57.09000015258789
2025-12-17,173.73834228515625,160.66998291015625,55.7599983215332
2025-12-18,177.28738403320312,167.06565856933594,56.599998474121094
2025-12-19,175.14639282226562,162.66062927246094,56.7400016784668
2025-12-22,174.60633850097656,168.5142822265625,56.900001525878906
2025-12-23,176.79554748535156,172.0619659423828,57.290000915527344
2025-12-24,178.0492706298828,171.78602600097656,57.209999084472656
2025-12-26,178.16500854492188,170.79071044921875,57.189998626708984
2025-12-29,177.71173095703125,167.94271850585938,57.02000045776367
2025-12-30,173.98912048339844,167.56822204589844,56.279998779296875
2025-12-31,175.55145263671875,167.7259063720703,56.0099983215332
2026-01-02,174.69313049316406,167.15432739257812,56.15999984741211
2026-01-05,177.4320526123047,172.45614624023438,56.08000183105469
2026-01-06,175.20425415039062,176.37828063964844,57.880001068115234
2026-01-07,174.35557556152344,173.7569580078125,58.04999923706055
2026-01-08,177.40310668945312,173.9934539794922,56.93000030517578
2026-01-09,176.6123046875,179.56134033203125,57.400001525878906
2026-01-12,176.554443359375,185.9569854736328,57.90999984741211
2026-01-13,176.94984436035156,186.6960906982422,57.72999954223633
2026-01-14,177.93353271484375,194.49110412597656,58.70000076293945
2026-01-15,175.70257568359375,191.6825408935547,59.09000015258789
2026-01-16,176.62753295898438,191.18980407714844,57.88999938964844
2026-01-19,178.29049682617188,196.96461486816406,58.38999938964844
2026-01-20,178.65457153320312,195.5356903076172,58.02000045776367
2026-01-21,178.3692169189453,192.3723602294922,57.5099983215332
2026-01-22,182.6299285888672,190.5492401123047,58.11000061035156
2026-01-23,182.93496704101562,190.20433044433594,57.970001220703125
2026-01-26,183.46630859375,196.71824645996094,57.279998779296875
2026-01-27,181.51800537109375,197.05332946777344,58.0
2026-01-28,182.25599670410156,198.4625244140625,57.7400016784668
2026-01-29,179.68775939941406,206.21812438964844,55.849998474121094
2026-01-30,179.45159912109375,190.02696228027344,55.459999084472656
2026-02-03,183.97799682617188,205.96189880371094,55.75
2026-02-04,181.6656036376953,201.1429901123047,55.41999816894531
2026-02-05,184.273193359375,198.08804321289062,56.470001220703125
2026-02-06,187.89430236816406,204.66107177734375,58.5
2026-02-09,189.08494567871094,206.16885375976562,58.22999954223633
2026-02-10,191.0037384033203,198.95526123046875,57.470001220703125
2026-02-11,191.46621704101562,203.26173400878906,57.880001068115234
2026-02-12,191.15133666992188,199.57611083984375,57.880001068115234
2026-02-13,193.512939453125,201.51747131347656,58.31999969482422
2026-02-16,194.33949279785156,200.83749389648438,58.09000015258789
2026-02-17,193.3259735107422,193.30856323242188,59.099998474121094
2026-02-18,190.61997985839844,196.1466827392578,57.709999084472656
